Level,TotalEnrolment,PercentageWRTPrimary
-  Pre - Primary,492507,5.964923117170015
-  Primary (1 to 5),8256720,100.0
-  Upper Primary (1 to 8),4308249,52.17869807865593
-  Secondary (9 - 10),2420574,29.316411359474465
-  Higher Secondary (11 - 12),2189460,26.51730953695899
