CRIME HEAD,2013
Total Crimes against Children,173
Other Crimes against Children,93
Rape of Children,39
Kidnapping & Abduction of Children,31
Other Murder of Children,9
Procuration of Minor Girls,1
Infanticide,0
Exposure and Abandonment,0
Buying of Girls for Prostitution,0
Abetment of Suicide,0
