CRIME HEAD,2013
Total Crimes against Children,72
Rape of Children,33
Kidnapping & Abduction of Children,32
Other Crimes against Children,7
Abetment of Suicide,0
Infanticide,0
Foeticide,0
Exposure and Abandonment,0
Buying of Girls for Prostitution,0
Procuration of Minor Girls,0
