CRIME HEAD,2013
Total Crimes against Children,2025
Kidnapping & Abduction of Children,1577
Procuration of Minor Girls,202
Other Murder of Children,128
Rape of Children,96
Other Crimes against Children,10
Selling of Girls for Prostitution,6
Exposure and Abandonment,2
Foeticide,2
"Prohibition of Child Marriage Act, 2006",2
