CRIME HEAD,2013
Total Crimes against Children,6805
Other Crimes against Children,2845
Rape of Children,1932
Kidnapping & Abduction of Children,1495
Other Murder of Children,221
"Prohibition of Child Marriage Act, 2006",106
Exposure and Abandonment,62
Procuration of Minor Girls,61
Abetment of Suicide,40
Selling of Girls for Prostitution,29
