CRIME HEAD,2013
Total Crimes against Children,1357
Kidnapping & Abduction of Children,488
Rape of Children,477
Other Crimes against Children,245
Other Murder of Children,110
"Prohibition of Child Marriage Act, 2006",25
Foeticide,6
Abetment of Suicide,4
Exposure and Abandonment,1
Selling of Girls for Prostitution,1
