CRIME HEAD,2013
Total Crimes against Children,89
Kidnapping & Abduction of Children,34
Other Crimes against Children,20
Procuration of Minor Girls,10
Rape of Children,10
Other Murder of Children,8
Selling of Girls for Prostitution,4
Buying of Girls for Prostitution,2
"Prohibition of Child Marriage Act, 2006",1
Infanticide,0
