CRIME HEAD,2013
Total Crimes against Children,1087
Kidnapping & Abduction of Children,379
Rape of Children,330
Other Crimes against Children,144
Other Murder of Children,107
"Prohibition of Child Marriage Act, 2006",74
Procuration of Minor Girls,49
Selling of Girls for Prostitution,3
Infanticide,1
Foeticide,0
