CRIME HEAD,2013
Total Crimes against Children,51
Rape of Children,29
Other Crimes against Children,18
Kidnapping & Abduction of Children,3
Foeticide,1
Infanticide,0
Exposure and Abandonment,0
Buying of Girls for Prostitution,0
Abetment of Suicide,0
Procuration of Minor Girls,0
