CRIME HEAD,2013
Total Crimes against Children,88
Kidnapping & Abduction of Children,40
Rape of Children,25
Other Crimes against Children,10
Other Murder of Children,10
Exposure and Abandonment,1
Procuration of Minor Girls,1
Infanticide,1
Abetment of Suicide,0
Foeticide,0
