CRIME HEAD,2013
Total Crimes against Children,397
Rape of Children,205
Other Crimes against Children,91
Kidnapping & Abduction of Children,81
Other Murder of Children,8
"Prohibition of Child Marriage Act, 2006",7
Procuration of Minor Girls,3
Abetment of Suicide,1
Exposure and Abandonment,1
Infanticide,0
