CRIME HEAD,2013
Total Crimes against Children,133
Rape of Children,99
Kidnapping & Abduction of Children,17
Other Crimes against Children,12
Procuration of Minor Girls,4
Infanticide,1
Exposure and Abandonment,0
Buying of Girls for Prostitution,0
Abetment of Suicide,0
Foeticide,0
