CRIME HEAD,2013
Total Crimes against Children,12
Kidnapping & Abduction of Children,8
Rape of Children,3
Other Crimes against Children,1
Abetment of Suicide,0
Infanticide,0
Foeticide,0
Exposure and Abandonment,0
Buying of Girls for Prostitution,0
Procuration of Minor Girls,0
