CRIME HEAD,2013
Total Crimes against Children,2037
Rape of Children,804
Kidnapping & Abduction of Children,603
Other Crimes against Children,555
Other Murder of Children,71
Exposure and Abandonment,2
Abetment of Suicide,1
Infanticide,1
Buying of Girls for Prostitution,0
Foeticide,0
