CRIME HEAD,2013
Total Crimes against Children,19286
Kidnapping & Abduction of Children,12978
Other Crimes against Children,3040
Rape of Children,2143
Other Murder of Children,938
Abetment of Suicide,104
Foeticide,36
"Prohibition of Child Marriage Act, 2006",25
Infanticide,20
Exposure and Abandonment,2
