CRIME HEAD,2013
Total Crimes against Children,22
Rape of Children,14
Kidnapping & Abduction of Children,5
Other Crimes against Children,2
"Prohibition of Child Marriage Act, 2006",1
Infanticide,0
Foeticide,0
Exposure and Abandonment,0
Buying of Girls for Prostitution,0
Abetment of Suicide,0
