CRIME HEAD,2013
Total Crimes against Children,1149
Rape of Children,520
Kidnapping & Abduction of Children,493
Other Crimes against Children,99
Other Murder of Children,35
Infanticide,1
Foeticide,1
Abetment of Suicide,0
Exposure and Abandonment,0
Buying of Girls for Prostitution,0
