CRIME HEAD,2013
Total Crimes against Children,2185
Kidnapping & Abduction of Children,1496
Rape of Children,314
Other Crimes against Children,241
Other Murder of Children,63
"Prohibition of Child Marriage Act, 2006",60
Exposure and Abandonment,7
Procuration of Minor Girls,2
Selling of Girls for Prostitution,2
Infanticide,0
