CRIME HEAD,2013
Total Crimes against Children,74
Rape of Children,56
Other Crimes against Children,15
Kidnapping & Abduction of Children,2
Other Murder of Children,1
Infanticide,0
Foeticide,0
Exposure and Abandonment,0
Buying of Girls for Prostitution,0
Abetment of Suicide,0
