CRIME HEAD,2013
Total Crimes against Children,2838
Kidnapping & Abduction of Children,1012
Rape of Children,820
Other Crimes against Children,748
Other Murder of Children,97
Procuration of Minor Girls,64
"Prohibition of Child Marriage Act, 2006",44
Abetment of Suicide,25
Exposure and Abandonment,15
Infanticide,6
