CRIME HEAD,2013
Total Crimes against Children,1005
Rape of Children,479
Kidnapping & Abduction of Children,250
Other Crimes against Children,168
Procuration of Minor Girls,54
Other Murder of Children,50
Abetment of Suicide,4
Exposure and Abandonment,0
Buying of Girls for Prostitution,0
Infanticide,0
