Education Level,Count,% of State
Educational Standard - Illiterate,23,16.78832116788321
Educational Standard - Below Class X,98,71.53284671532847
Educational Standard - Class X & above but below Graduation,13,9.48905109489051
Educational Standard - Graduate,2,1.45985401459854
Educational Standard - Holding Tech. Degree/ Diploma,0,0.0
Educational Standard - Post Graduate,1,0.7299270072992701
