Education Level,Count,% of State
Educational Standard - Illiterate,876,15.78378378378378
Educational Standard - Below Class X,2658,47.89189189189189
Educational Standard - Class X & above but below Graduation,1396,25.15315315315315
Educational Standard - Graduate,397,7.153153153153154
Educational Standard - Holding Tech. Degree/ Diploma,134,2.414414414414414
Educational Standard - Post Graduate,89,1.603603603603603
