Education Level,Count,% of State
Educational Standard - Illiterate,12,80.0
Educational Standard - Below Class X,2,13.33333333333333
Educational Standard - Class X & above but below Graduation,1,6.666666666666667
Educational Standard - Graduate,0,0.0
Educational Standard - Holding Tech. Degree/ Diploma,0,0.0
Educational Standard - Post Graduate,0,0.0
