Education Level,Count,% of State
Educational Standard - Illiterate,33,26.61290322580645
Educational Standard - Below Class X,74,59.67741935483871
Educational Standard - Class X & above but below Graduation,14,11.29032258064516
Educational Standard - Graduate,3,2.419354838709677
Educational Standard - Holding Tech. Degree/ Diploma,0,0.0
Educational Standard - Post Graduate,0,0.0
