Education Level,Count,% of State
Educational Standard - Illiterate,31,7.848101265822785
Educational Standard - Below Class X,297,75.18987341772151
Educational Standard - Class X & above but below Graduation,44,11.13924050632911
Educational Standard - Graduate,21,5.316455696202532
Educational Standard - Holding Tech. Degree/ Diploma,0,0.0
Educational Standard - Post Graduate,2,0.5063291139240507
