Education Level,Count,% of State
Educational Standard - Illiterate,421,22.04188481675392
Educational Standard - Below Class X,817,42.77486910994764
Educational Standard - Class X & above but below Graduation,441,23.08900523560209
Educational Standard - Graduate,168,8.795811518324607
Educational Standard - Holding Tech. Degree/ Diploma,23,1.204188481675392
Educational Standard - Post Graduate,40,2.094240837696335
