Education Level,Count,% of State
Educational Standard - Illiterate,297,20.20408163265306
Educational Standard - Below Class X,569,38.70748299319728
Educational Standard - Class X & above but below Graduation,419,28.50340136054422
Educational Standard - Graduate,141,9.591836734693878
Educational Standard - Holding Tech. Degree/ Diploma,19,1.292517006802721
Educational Standard - Post Graduate,25,1.700680272108844
