Education Level,Count,% of State
Educational Standard - Illiterate,15,3.432494279176201
Educational Standard - Below Class X,308,70.48054919908466
Educational Standard - Class X & above but below Graduation,93,21.28146453089245
Educational Standard - Graduate,15,3.432494279176201
Educational Standard - Holding Tech. Degree/ Diploma,5,1.1441647597254
Educational Standard - Post Graduate,1,0.2288329519450801
