Education Level,Count,% of State
Educational Standard - Illiterate,3680,26.95575739818342
Educational Standard - Below Class X,5728,41.95722238499853
Educational Standard - Class X & above but below Graduation,2831,20.73688836800469
Educational Standard - Graduate,982,7.19308526223264
Educational Standard - Holding Tech. Degree/ Diploma,165,1.208614122472898
Educational Standard - Post Graduate,266,1.948432464107823
