Education Level,Count,% of State
Educational Standard - Illiterate,1600,26.22091117666339
Educational Standard - Below Class X,3490,57.19436250409701
Educational Standard - Class X & above but below Graduation,795,13.02851524090462
Educational Standard - Graduate,174,2.851524090462144
Educational Standard - Holding Tech. Degree/ Diploma,12,0.1966568338249754
Educational Standard - Post Graduate,31,0.5080301540478531
