Education Level,Count,% of State
Educational Standard - Illiterate,74,41.57303370786517
Educational Standard - Below Class X,86,48.31460674157304
Educational Standard - Class X & above but below Graduation,15,8.426966292134832
Educational Standard - Graduate,2,1.123595505617978
Educational Standard - Holding Tech. Degree/ Diploma,1,0.5617977528089888
Educational Standard - Post Graduate,0,0.0
