Education Level,Count,% of State
Educational Standard - Illiterate,1039,28.17245119305857
Educational Standard - Below Class X,1080,29.28416485900217
Educational Standard - Class X & above but below Graduation,1164,31.56182212581345
Educational Standard - Graduate,220,5.965292841648591
Educational Standard - Holding Tech. Degree/ Diploma,134,3.633405639913232
Educational Standard - Post Graduate,51,1.382863340563991
