Education Level,Count,% of State
Educational Standard - Illiterate,819,21.25616402803011
Educational Standard - Below Class X,2283,59.25253049571763
Educational Standard - Class X & above but below Graduation,580,15.05320529457565
Educational Standard - Graduate,94,2.439657409810537
Educational Standard - Holding Tech. Degree/ Diploma,9,0.2335842200882429
Educational Standard - Post Graduate,68,1.764858551777835
