Education Level,Count,% of State
Educational Standard - Illiterate,616,26.10169491525424
Educational Standard - Below Class X,1136,48.13559322033898
Educational Standard - Class X & above but below Graduation,322,13.64406779661017
Educational Standard - Graduate,185,7.838983050847458
Educational Standard - Holding Tech. Degree/ Diploma,53,2.245762711864407
Educational Standard - Post Graduate,48,2.033898305084746
