Education Level,Count,% of State
Educational Standard - Illiterate,1312,25.57006431494835
Educational Standard - Below Class X,1871,36.46462677840577
Educational Standard - Class X & above but below Graduation,1228,23.93295653868642
Educational Standard - Graduate,451,8.789709608263497
Educational Standard - Holding Tech. Degree/ Diploma,110,2.143831611771585
Educational Standard - Post Graduate,159,3.098811147924381
