Education Level,Count,% of State
Educational Standard - Illiterate,823,29.61496941345808
Educational Standard - Below Class X,999,35.94818279956819
Educational Standard - Class X & above but below Graduation,738,26.55631522130263
Educational Standard - Graduate,165,5.93738754947823
Educational Standard - Holding Tech. Degree/ Diploma,19,0.6836991723641598
Educational Standard - Post Graduate,35,1.259445843828715
