Education Level,Count,% of State
Educational Standard - Illiterate,11,11.57894736842105
Educational Standard - Below Class X,59,62.10526315789474
Educational Standard - Class X & above but below Graduation,22,23.15789473684211
Educational Standard - Graduate,3,3.157894736842105
Educational Standard - Holding Tech. Degree/ Diploma,0,0.0
Educational Standard - Post Graduate,0,0.0
