Education Level,Count,% of State
Educational Standard - Illiterate,733,26.37639438646995
Educational Standard - Below Class X,1397,50.26988125224901
Educational Standard - Class X & above but below Graduation,571,20.54695933789133
Educational Standard - Graduate,70,2.518891687657431
Educational Standard - Holding Tech. Degree/ Diploma,3,0.1079525008996042
Educational Standard - Post Graduate,5,0.1799208348326736
