Education Level,Count,% of State
Educational Standard - Illiterate,57,35.84905660377358
Educational Standard - Below Class X,53,33.33333333333333
Educational Standard - Class X & above but below Graduation,32,20.12578616352202
Educational Standard - Graduate,12,7.547169811320755
Educational Standard - Holding Tech. Degree/ Diploma,0,0.0
Educational Standard - Post Graduate,5,3.144654088050315
