Education Level,Count,% of State
Educational Standard - Illiterate,707,21.18034751348113
Educational Standard - Below Class X,1211,36.27920910724985
Educational Standard - Class X & above but below Graduation,1012,30.31755542240863
Educational Standard - Graduate,324,9.70641102456561
Educational Standard - Holding Tech. Degree/ Diploma,27,0.8088675853804673
Educational Standard - Post Graduate,57,1.70760934691432
