Education Level,Count,% of State
Educational Standard - Illiterate,1982,36.92938326811999
Educational Standard - Below Class X,2170,40.43227128749767
Educational Standard - Class X & above but below Graduation,983,18.31563256940563
Educational Standard - Graduate,193,3.596049934786659
Educational Standard - Holding Tech. Degree/ Diploma,10,0.1863238308179616
Educational Standard - Post Graduate,29,0.5403391093720886
