Education Level,Count,% of State
Educational Standard - Illiterate,107,12.54396248534584
Educational Standard - Below Class X,401,47.010550996483
Educational Standard - Class X & above but below Graduation,294,34.46658851113716
Educational Standard - Graduate,32,3.751465416178194
Educational Standard - Holding Tech. Degree/ Diploma,0,0.0
Educational Standard - Post Graduate,19,2.227432590855803
