STATE/UT,2013
Madhya Pradesh,2538
Uttar Pradesh,2143
Maharashtra,1932
Rajasthan,902
Andhra Pradesh,820
Delhi UT,804
Kerala,703
Chhattisgarh,682
Punjab,520
Tamil Nadu,505
