STATE/UT,2013
Uttar Pradesh,938
Maharashtra,221
Madhya Pradesh,163
Bihar,128
Haryana,110
Karnataka,107
Tamil Nadu,103
Andhra Pradesh,97
Delhi UT,71
West Bengal,64
