STATE/UT,2013
Maharashtra,62
Rajasthan,16
Andhra Pradesh,15
Madhya Pradesh,10
Gujarat,7
Uttar Pradesh,2
Delhi UT,2
Bihar,2
Himachal Pradesh,1
Jammu & Kashmir,1
