STATE/UT,2013
Uttar Pradesh,19286
Madhya Pradesh,8661
Maharashtra,6805
Andhra Pradesh,2838
Chhattisgarh,2637
Gujarat,2185
Delhi UT,2037
Bihar,2025
Kerala,2008
Rajasthan,1961
