STATE/UT,2013
Madhya Pradesh,4677
Uttar Pradesh,3040
Maharashtra,2845
Chhattisgarh,1413
Kerala,1073
Andhra Pradesh,748
Delhi UT,555
Haryana,245
Gujarat,241
Rajasthan,200
