STATE/UT,2013
Uttar Pradesh,12978
Bihar,1577
Gujarat,1496
Maharashtra,1495
Madhya Pradesh,1165
Andhra Pradesh,1012
West Bengal,739
Rajasthan,709
Delhi UT,603
Tamil Nadu,506
