STATE/UT,2013
Uttar Pradesh,20
Andhra Pradesh,6
Tamil Nadu,4
Chhattisgarh,3
Maharashtra,2
Rajasthan,1
Punjab,1
Meghalaya,1
Madhya Pradesh,1
Karnataka,1
